dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description,serving_temperature
Sayur Asem,,Indonesian,Sundanese,Soup,Vegetable Soup,Bean Dish,Vegan,Soup,Beans,2.8,Mild,1,6,4,1,7,2,3,3,4,1,1,6,3,,"tamarind broth, chayote, long beans, corn, shallot, garlic, turmeric, lemongrass, lime leaves",A refreshing tamarind-based vegetable soup.,hot
Sayur Bayam,,Indonesian,Pan-Indonesian,Soup,Vegetable Soup,Vegetable Dish,Vegan,Soup,Vegetables,2.8,Mild,1,6,2,2,7,2,3,3,2,1,1,6,2,,"spinach, corn, clear broth, shallot, garlic, turmeric, lemongrass, lime leaves",A light clear soup with spinach and often sweet corn.,hot
Sayur Lodeh,,Indonesian,Javanese,Soup,Vegetable Curry,Milk Dish,Veg,Soup,Milk,5.3,Mild,1,6,2,1,7,2,5,1,5,1,1,6,2,,"vegetables, coconut milk, spices, broth, shallot, garlic, turmeric, lemongrass, lime leaves",Mixed vegetables simmered in lightly spiced coconut milk broth.,hot
Sayur Pliek U,Kuah Pliek U,Indonesian,Acehnese,Soup,Vegetable Stew,Fruit Dish,Vegan,Soup,Fruit,2.8,Mild,1,6,3,1,6,2,3,2,6,1,1,6,2,,"mixed vegetables, pliek u coconut paste, spices, broth, shallot, garlic, turmeric, lemongrass, lime leaves",An Acehnese vegetable stew flavored with fermented coconut paste.,hot
Sayur Sop,,Indonesian,Pan-Indonesian,Soup,Vegetable Soup,Potato Dish,Vegan,Soup,Potatoes,2.8,Mild,1,6,2,2,7,2,3,1,4,1,1,6,2,,"carrot, cabbage, potato, celery, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A home-style vegetable soup influenced by Dutch-style soup traditions.,hot
Selat Solo,,Indonesian,Central Javanese,Main Dish,Beef Dish,Beef Dish,Non-Veg,Main,Beef,3.1,Mild,1,6,2,1,8,3,6,1,5,2,4,6,3,,"beef, potatoes, vegetables, sweet dressing, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A Solo dish influenced by Dutch salads and steaks.,hot
Semar Mendem,,Indonesian,Javanese,Snack,Rice Roll,Chicken Dish,Non-Veg,Snack,Chicken,2.6,Mild,1,4,2,1,6,3,4,1,3,5,3,5,3,,"glutinous rice, chicken filling, omelette wrapper, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A lemper-like snack wrapped in a thin omelette instead of banana leaf.,room_temp
Semur,,Indonesian,Betawi / Dutch-Indonesian,Main Dish,Stew,Beef Dish,Non-Veg,Soup,Beef,5.6,Mild,1,6,2,1,9,3,6,2,7,2,3,6,3,,"beef, sweet soy sauce, cloves, nutmeg, shallot, garlic, chili, vegetable oil, salt",A sweet-spiced brown stew showing Dutch and Indonesian influences.,hot
Serabi,,Indonesian,Javanese,Dessert,Pancake,Milk Dish,Veg,Dessert,Milk,4.0,Low,7,2,1,1,1,1,6,1,5,2,2,5,3,,"rice flour, coconut milk, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A soft Indonesian pancake with many regional toppings and styles.,hot
Sie Reuboh,,Indonesian,Acehnese,Main Dish,Meat Dish,Beef Dish,Non-Veg,Main,Beef,5.6,Mild,1,6,3,1,9,3,6,1,5,2,3,6,2,,"beef, vinegar, spices, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",An Acehnese meat dish known for tangy spicing and preservation qualities.,hot
Siomay,,Indonesian,Sundanese / Chinese-Indonesian,Snack,Fish Dumpling,Fish Dish,Pescatarian,Snack,Fish,6.8,Mild,1,4,2,1,5,3,4,2,4,5,3,5,3,,"fish dumplings, tofu, potato, peanut sauce, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A steamed fish dumpling snack served with peanut sauce.,hot
Sop Kaki Kambing,,Indonesian,Betawi,Soup,Goat Soup,Lamb Dish,Non-Veg,Soup,Lamb,2.8,Mild,1,6,2,1,7,2,5,1,4,1,1,6,2,,"goat trotters, milk or coconut milk, spices, broth, shallot, garlic, turmeric, lemongrass, lime leaves",Jakarta-style soup made from goat legs and rich aromatic broth.,hot
Sop Saudara,,Indonesian,Makassarese,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,2.8,Mild,1,6,2,1,8,2,4,1,4,1,2,6,2,,"beef, lung, vermicelli, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A South Sulawesi beef soup with noodles and savory accompaniments.,hot
Soto,,Indonesian,Pan-Indonesian,Soup,Soup,Rice Dish,Non-Veg,Soup,Rice,6.6,Mild,1,6,2,1,8,2,3,1,4,1,2,6,3,,"broth, meat, herbs, spices, noodles or rice cakes, shallot, garlic, turmeric, lemongrass, lime leaves",A broad Indonesian family of aromatic soups with many regional variations.,hot
Soto Ayam,,Indonesian,Pan-Indonesian,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.7,Mild,1,6,2,2,8,2,3,2,4,1,2,6,2,,"chicken broth, shredded chicken, turmeric, noodles or rice, shallot, garlic, lemongrass, lime leaves",A popular Indonesian chicken soto with bright aromatic broth.,hot
Soto Bandung,,Indonesian,Sundanese,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,6.6,Mild,1,6,2,2,8,2,4,2,2,1,1,6,3,,"beef, radish, soybeans, clear broth, shallot, garlic, turmeric, lemongrass, lime leaves",A Bandung beef soup noted for its clear broth and radish.,hot
Soto Banjar,,Indonesian,Banjarese,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.6,Mild,1,6,2,1,7,2,3,1,4,1,1,6,2,,"chicken, spices, vermicelli, potato cakes, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A South Kalimantan chicken soup seasoned with warm spices.,hot
Soto Betawi,,Indonesian,Betawi,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,7.2,Mild,1,6,2,1,8,2,6,1,4,1,1,6,4,,"beef, coconut milk, broth, offal, shallot, garlic, turmeric, lemongrass, lime leaves",A Jakarta beef soup enriched with coconut milk or milk.,hot
Soto Kudus,,Indonesian,Central Javanese,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.6,Mild,1,6,2,1,8,2,3,2,4,2,1,6,2,,"chicken, garlic, broth, bean sprouts, shallot, turmeric, lemongrass, lime leaves",A smaller-portioned Central Javanese soto often served in a bowl with shredded chicken.,hot
Soto Lamongan,,Indonesian,East Javanese,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.6,Mild,1,6,2,2,8,2,3,2,4,2,1,6,2,,"chicken, turmeric broth, koya crackers, shallot, garlic, lemongrass, lime leaves",An East Javanese chicken soto known for its savory koya topping.,hot
Soto Madura,,Indonesian,Madurese,Soup,Meat Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.6,Mild,1,6,2,1,9,2,3,1,4,1,1,6,4,,"beef broth, offal or chicken, spices, shallot, garlic, turmeric, lemongrass, lime leaves",A Madurese soto with robust spicing and regional garnishes.,hot
Soto Mie,,Indonesian,Betawi / Sundanese,Soup,Noodle Soup,Beef Dish,Non-Veg,Soup,Beef,6.7,Mild,1,6,2,1,9,2,4,2,4,1,2,6,3,,"broth, noodles, beef, tomato, risoles, shallot, garlic, turmeric, lemongrass, lime leaves",A tomato-tinged beef noodle soup popular in Jakarta and Bogor.,hot
Soto Padang,,Indonesian,Minangkabau,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,6.6,Mild,1,6,2,1,8,2,6,1,4,6,1,6,2,,"beef, crispy potato, vermicelli, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A Padang beef soup typically topped with crisp fried beef and potato.,hot
Soto Tangkar,,Indonesian,Betawi,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,6.7,Mild,1,6,2,1,8,2,5,1,4,1,1,6,2,,"beef ribs, coconut milk, spices, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A Jakarta soup traditionally made with beef ribs.,hot
Sroto Sokaraja,Sroto,Indonesian,Central Javanese,Soup,Beef Soup,Beef Dish,Non-Veg,Soup,Beef,2.8,Medium,1,6,2,1,8,4,4,3,4,1,1,6,2,,"beef broth, rice cakes, peanut sambal, shallot, garlic, turmeric, lemongrass, lime leaves",A Banyumas-area soto served with peanut sambal and ketupat.,hot
Sumpia,,Indonesian,Pan-Indonesian,Snack,Spring Roll,Beef Dish,Non-Veg,Snack,Beef,2.6,Mild,1,4,2,1,6,3,4,1,3,7,2,5,3,,"small wrapper, beef or shrimp floss, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A miniature dry spring roll snack with savory floss filling.,hot
Sup Buntut,,Indonesian,Betawi,Soup,Oxtail Soup,Beef Dish,Non-Veg,Soup,Beef,2.8,Mild,1,6,2,2,7,2,5,1,4,1,1,6,2,,"oxtail, carrot, potato, celery, spices, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A rich Indonesian oxtail soup served clear or lightly seasoned.,hot
Tahu,,Indonesian,Pan-Indonesian,Side Dish,Soy Dish,Bean Dish,Vegan,Side,Beans,2.1,Low,1,3,1,1,3,1,5,2,4,6,2,4,3,,"soybeans, tofu, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt","Tofu used throughout Indonesian cooking in fried, braised, stewed, and stuffed forms.",hot
Tahu Bacem,,Indonesian,Javanese,Side Dish,Tofu Dish,Tofu Dish,Vegan,Side,Tofu,2.1,Low,2,4,1,1,4,1,5,1,4,6,2,4,3,,"tofu, palm sugar, soy sauce, coconut water, shallot, garlic, chili, vegetable oil, salt",Tofu braised in sweet savory spices and lightly fried.,hot
Tahu Campur,,Indonesian,East Javanese,Main Dish,Tofu Dish,Beef Dish,Non-Veg,Soup,Beef,4.4,Mild,1,6,2,1,9,3,7,2,6,6,4,6,3,,"fried tofu, beef stew, noodles, bean sprouts, lontong, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt","An East Javan bowl combining tofu, beef broth, noodles, vegetables, and rice cake.",hot
Tahu Gejrot,,Indonesian,Cirebonese,Snack,Tofu Snack,Tofu Dish,Vegan,Snack,Tofu,2.6,Hot,2,4,3,1,4,7,6,1,3,8,2,6,3,,"fried tofu, sweet soy, palm sugar, garlic, chili, shallot, vegetable oil, salt",Cirebon's fried tofu snack splashed with a sweet-sour spicy dressing.,room_temp
Tahu Tek,,Indonesian,East Javanese,Main Dish,Tofu Dish,Bean Dish,Vegan,Main,Beans,4.4,Mild,1,6,2,1,7,3,5,2,7,3,3,6,3,,"tofu, lontong, potatoes, bean sprouts, peanut sauce, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A Surabaya-area tofu and rice cake dish with thick peanut-petis sauce.,hot
Tahu Telur,,Indonesian,East Javanese,Main Dish,Egg Dish,Egg Dish,Veg,Main,Egg,3.1,Mild,1,6,2,1,7,3,5,2,6,3,3,6,3,,"tofu, egg, bean sprouts, peanut sauce, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A tofu-and-egg fritter dish topped with sauce and vegetables.,hot
Tekwan,,Indonesian,Palembangese,Soup,Fish Soup,Fish Dish,Pescatarian,Soup,Fish,2.8,Mild,1,6,2,1,8,2,3,1,2,1,2,6,2,,"fish balls, mushrooms, jicama, broth, shallot, garlic, turmeric, lemongrass, lime leaves",A light Palembang soup of small fish dumplings in clear broth.,hot
Tempe Bacem,,Indonesian,Javanese,Side Dish,Soy Dish,Tofu Dish,Vegan,Side,Tofu,2.1,Low,2,4,1,1,4,1,5,1,4,6,2,4,5,,"tempeh, palm sugar, soy sauce, coconut water, shallot, garlic, chili, vegetable oil, salt","Sweet-savory tempeh braised with spices, then fried.",hot
Tengkleng,,Indonesian,Central Javanese,Soup,Goat Soup,Lamb Dish,Non-Veg,Soup,Lamb,2.8,Mild,1,6,2,1,7,2,5,1,5,1,1,6,2,,"goat bones, curry-like broth, spices, shallot, garlic, turmeric, lemongrass, lime leaves",A Solo goat-bone soup with rich spices.,hot
Timlo Solo,,Indonesian,Central Javanese,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,2.8,Mild,1,6,2,1,8,2,3,1,2,1,1,6,3,,"clear broth, chicken, egg, sausage, shallot, garlic, turmeric, lemongrass, lime leaves",A Solo clear soup with mixed toppings.,hot
Timphan,,Indonesian,Acehnese,Dessert,Rice Cake,Rice Dessert,Vegan,Dessert,Rice,4.0,Low,8,2,1,1,1,1,5,1,5,2,3,5,3,,"glutinous flour, banana, coconut filling, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",An Acehnese steamed cake wrapped in leaves.,room_temp
Tinutuan,Bubur Manado,Indonesian,Minahasan,Main Dish,Porridge,Rice Dish,Vegan,Main,Rice,5.6,Medium,1,6,2,1,7,4,5,1,6,2,3,6,3,,"rice, pumpkin, corn, leafy greens, herbs, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A hearty Manado porridge packed with vegetables and often served with sambal.,hot
Tumpeng,,Indonesian,Javanese,Main Dish,Rice Dish,Rice Dish,Non-Veg,Main,Rice,6.9,Mild,1,6,2,2,7,3,5,2,5,2,3,6,3,,"turmeric rice, side dishes, vegetables, meat, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A ceremonial cone-shaped rice centerpiece served with assorted side dishes.,hot
Urap,,Indonesian,Javanese / Balinese,Side Dish,Salad,Fruit Dish,Vegan,Salad,Fruit,2.1,Low,1,3,1,1,3,1,3,2,3,3,2,4,3,,"blanched vegetables, spiced grated coconut, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A coconut-dressed vegetable side dish common across Java and Bali.,cold
Urutan,,Indonesian,Balinese,Side Dish,Sausage,Pork Dish,Non-Veg,Side,Pork,2.1,Low,1,3,1,1,5,1,4,1,3,3,2,4,3,,"pork sausage, spices, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt","A Balinese seasoned sausage, often pork-based.",hot
Wajik,,Indonesian,Javanese,Dessert,Rice Sweet,Milk Dish,Veg,Dessert,Milk,4.0,Low,9,2,1,1,1,1,6,1,5,2,4,5,2,,"glutinous rice, palm sugar, coconut milk, rice flour, pandan",A dense sticky rice sweet cut into diamonds.,room_temp
Wingko Babat,,Indonesian,Javanese,Dessert,Cake,Rice Dessert,Vegan,Dessert,Rice,4.0,Low,8,2,1,1,1,1,5,1,5,2,4,5,3,,"coconut, glutinous rice flour, sugar, shallot, garlic, chili, sweet soy sauce, vegetable oil, salt",A chewy baked coconut cake associated with Java.,room_temp
Woku,,Indonesian,Minahasan,Main Dish,Spiced Dish,Chicken Dish,Non-Veg,Main,Chicken,5.6,Hot,1,6,2,2,9,7,5,2,6,2,3,6,3,,"fish or chicken, herbs, turmeric, basil, chilies, shallot, garlic, sweet soy sauce, vegetable oil, salt",A North Sulawesi spice-rich dish cooked with aromatic herb paste.,hot
Abura Soba,Soupless Ramen||Mazemen,Japanese,Pan-Japanese,Main Dish,Noodle Dish,Pork Dish,Non-Veg,Soup,Pork,6.8,Mild,1,6,2,1,10,3,7,2,6,3,8,7,3,,"ramen noodles, tare, oil, scallion, pork, soy sauce, mirin, dashi","Abura Soba is a classic Japanese noodle dish typically made with ramen noodles, tare, oil, scallion, pork.",hot
Agedashi Tofu,Fried Tofu in Broth,Japanese,Pan-Japanese,Appetizer,Tofu Dish,Tofu Dish,Vegan,Soup,Tofu,4.3,Low,1,4,2,1,6,1,3,1,3,2,2,6,3,,"tofu, potato starch, dashi, scallion, ginger, soy sauce, mirin, rice vinegar, sesame oil","Agedashi Tofu is a classic Japanese tofu dish typically made with tofu, potato starch, dashi, scallion, ginger.",hot
Akashiyaki,Tamagoyaki Octopus Dumplings,Japanese,Hyogo / Akashi,Snack,Street Snack,Squid Dish,Pescatarian,Soup,Squid,2.4,Mild,1,5,2,1,6,2,4,1,3,5,3,5,3,,"egg-rich batter, octopus, dashi broth, soy sauce, mirin, rice vinegar, sesame oil","Akashiyaki is a Hyogo / Akashi Japanese street snack typically made with egg-rich batter, octopus, dashi broth.",room_temp
Amazake,Sweet Fermented Rice Drink,Japanese,Pan-Japanese,Drink,Non-Alcoholic Beverage,Rice Dish,Vegan,Drink,Rice,4.0,Low,8,2,1,1,2,1,2,1,2,1,1,4,3,,"rice koji, rice, water, soy sauce, mirin, dashi, sesame oil","Amazake is a classic Japanese non-alcoholic beverage typically made with rice koji, rice, water.",cold
Ankake Spaghetti,Nagoya Sauce Pasta,Japanese,Nagoya,Main Dish,Pasta,Pork Dish,Non-Veg,Main,Pork,4.5,Medium,1,6,2,1,8,4,6,1,5,2,5,6,3,,"spaghetti, peppery sauce, vegetables, sausage, soy sauce, mirin, dashi, rice vinegar, sesame oil","Ankake Spaghetti is a Nagoya Japanese pasta typically made with spaghetti, peppery sauce, vegetables, sausage.",hot
Anmitsu,Japanese Agar Dessert,Japanese,Kanto,Dessert,Parfait,Bean Dish,Vegan,Dessert,Beans,3.3,Low,9,2,2,1,1,1,4,2,5,2,2,5,3,,"agar jelly, red beans, fruit, syrup, soy sauce, mirin, dashi, rice vinegar, sesame oil","Anmitsu is a Kanto Japanese parfait typically made with agar jelly, red beans, fruit, syrup.",cold
Arare,Japanese Rice Crackers,Japanese,Pan-Japanese,Snack,Cracker,Rice Dish,Vegan,Snack,Rice,4.8,Mild,1,4,2,1,4,2,3,1,2,7,4,5,3,,"glutinous rice, soy seasoning, soy sauce, mirin, dashi, rice vinegar, sesame oil","Arare is a classic Japanese cracker typically made with glutinous rice, soy seasoning.",room_temp
Asahikawa Ramen,Asahikawa Shoyu Ramen,Japanese,Hokkaido,Main Dish,Noodle Soup,Pork Dish,Non-Veg,Soup,Pork,7.2,Mild,1,7,2,1,10,3,7,1,6,2,7,6,3,,"ramen noodles, soy broth, pork, lard, dashi broth, soy sauce, mirin, scallions, nori","Asahikawa Ramen is a Hokkaido Japanese noodle soup typically made with ramen noodles, soy broth, pork, lard.",hot
Ashitibichi,Okinawan Pig's Feet Soup,Japanese,Okinawa,Soup,Soup,Pork Dish,Non-Veg,Soup,Pork,2.6,Mild,1,6,2,2,8,2,4,1,4,1,1,6,3,,"pig's feet, kelp, daikon, soy sauce, mirin, dashi, rice vinegar, sesame oil","Ashitibichi is a Okinawa Japanese soup typically made with pig's feet, kelp, daikon.",hot
Bara-zushi,Okayama Scattered Sushi,Japanese,Okayama,Main Dish,Sushi,Fish Dish,Pescatarian,Main,Fish,4.5,Mild,1,6,2,1,9,3,4,1,4,2,3,6,3,,"sushi rice, fish, vegetables, rice vinegar, nori seaweed, wasabi, soy sauce","Bara-zushi is a Okayama Japanese sushi typically made with sushi rice, fish, vegetables.",hot
Basashi,Horse Sashimi,Japanese,Kumamoto,Main Dish,Raw Meat Dish,Beef Dish,Non-Veg,Main,Mixed,4.5,Mild,1,6,2,1,9,3,4,1,5,3,3,6,3,,"raw horse meat, soy sauce, ginger, mirin, dashi, rice vinegar, sesame oil","Basashi is a Kumamoto Japanese raw meat dish typically made with raw horse meat, soy sauce, ginger.",cold
Battera,Mackerel Pressed Sushi,Japanese,Osaka,Main Dish,Sushi,Fish Dish,Pescatarian,Main,Fish,4.5,Mild,1,6,2,1,8,3,4,1,4,2,3,6,3,,"mackerel, pressed sushi rice, kombu, rice vinegar, nori seaweed, wasabi, soy sauce","Battera is a Osaka Japanese sushi typically made with mackerel, pressed sushi rice, kombu.",hot
Bokkake,Beef Tendon and Konnyaku Stew,Japanese,Kobe,Side Dish,Stew,Beef Dish,Non-Veg,Soup,Beef,1.9,Low,1,4,1,1,6,1,4,2,5,2,2,4,3,,"beef tendon, konnyaku, soy sauce, mirin, dashi, rice vinegar, sesame oil","Bokkake is a Kobe Japanese stew typically made with beef tendon, konnyaku, soy sauce.",hot
Butadon,Pork Rice Bowl,Japanese,Hokkaido / Tokachi,Main Dish,Rice Bowl,Pork Dish,Non-Veg,Main,Pork,4.5,Mild,1,6,2,2,9,3,6,1,5,2,3,6,3,,"rice, grilled pork, soy glaze, soy sauce, mirin, dashi, sesame oil","Butadon is a Hokkaido / Tokachi Japanese rice bowl typically made with rice, grilled pork, soy glaze.",hot
Butaman,Pork Bun,Japanese,Osaka,Snack,Bun,Pork Dish,Non-Veg,Snack,Pork,2.4,Mild,1,4,2,1,6,3,5,1,3,5,2,6,3,,"flour dough, pork filling, onion, soy sauce, mirin, dashi, rice vinegar, sesame oil","Butaman is a Osaka Japanese bun typically made with flour dough, pork filling, onion.",room_temp
Castella,Kasutera,Japanese,Nagasaki,Dessert,Sponge Cake,Egg Dish,Veg,Dessert,Egg,3.3,Low,9,2,1,1,1,1,4,1,5,2,2,5,3,,"flour, sugar, egg, syrup, soy sauce, mirin, dashi, rice vinegar, sesame oil","Castella is a Nagasaki Japanese sponge cake typically made with flour, sugar, egg, syrup.",room_temp
Cha Soba,Tea-Flavored Soba,Japanese,Kyoto / Uji,Main Dish,Noodle Dish,Wheat Dish,Vegan,Main,Wheat,6.4,Mild,1,6,2,4,9,3,4,5,7,2,7,6,3,,"buckwheat noodles, green tea, dipping sauce, soy sauce, mirin, dashi, sesame oil, scallions","Cha Soba is a Kyoto / Uji Japanese noodle dish typically made with buckwheat noodles, green tea, dipping sauce.",hot
Cha-gayu,Tea Rice Porridge,Japanese,Nara,Main Dish,Porridge,Rice Dish,Vegan,Main,Rice,2.9,Mild,1,7,2,3,7,3,4,3,6,3,3,6,3,,"rice, roasted tea, water, salt, soy sauce, mirin, dashi, sesame oil","Cha-gayu is a Nara Japanese porridge typically made with rice, roasted tea, water, salt.",hot
Champon,Nagasaki Champon,Japanese,Nagasaki,Main Dish,Noodle Soup,Pork Dish,Non-Veg,Soup,Pork,2.9,Mild,1,7,2,2,10,3,6,1,5,2,4,6,3,,"noodles, pork, seafood, cabbage, broth, soy sauce, mirin, scallions, nori","Champon is a Nagasaki Japanese noodle soup typically made with noodles, pork, seafood, cabbage, broth.",hot
Chanchanyaki,Grilled Salmon and Vegetables,Japanese,Hokkaido,Main Dish,Grilled Dish,Fish Dish,Pescatarian,Main,Fish,4.5,Mild,1,7,2,2,9,3,6,1,5,2,3,6,5,,"salmon, miso, vegetables, butter, soy sauce, mirin, sake, ginger","Chanchanyaki is a Hokkaido Japanese grilled dish typically made with salmon, miso, vegetables, butter.",hot
Chanko Nabe,Sumo Wrestler Hot Pot,Japanese,Tokyo,Main Dish,Hot Pot,Chicken Dish,Non-Veg,Main,Chicken,4.5,Medium,1,6,2,1,10,4,5,2,5,2,3,6,3,,"chicken, seafood, tofu, vegetables, soy sauce, mirin, dashi, rice vinegar, sesame oil","Chanko Nabe is a Tokyo Japanese hot pot typically made with chicken, seafood, tofu, vegetables.",hot
Chawanmushi,Savory Egg Custard,Japanese,Pan-Japanese,Side Dish,Egg Custard,Egg Dish,Non-Veg,Side,Egg,4.5,Low,1,3,1,1,7,1,3,1,4,2,2,4,3,,"egg, dashi, chicken, shrimp, mushroom, soy sauce, mirin, rice vinegar, sesame oil","Chawanmushi is a classic Japanese egg custard typically made with egg, dashi, chicken, shrimp, mushroom.",hot
Chicken Nanban,Miyazaki Fried Chicken,Japanese,Miyazaki,Main Dish,Fried Chicken,Chicken Dish,Non-Veg,Main,Chicken,4.5,Mild,1,6,3,1,9,3,7,1,6,6,3,6,2,,"fried chicken, vinegar sauce, tartar sauce, soy sauce, mirin, dashi, rice vinegar, sesame oil","Chicken Nanban is a Miyazaki Japanese fried chicken typically made with fried chicken, vinegar sauce, tartar sauce.",hot
Chirashizushi,Scattered Sushi,Japanese,Pan-Japanese,Main Dish,Sushi,Fish Dish,Pescatarian,Main,Fish,5.8,Mild,1,6,2,1,9,3,4,1,4,3,3,6,3,,"sushi rice, raw fish, egg, vegetables, rice vinegar, nori seaweed, wasabi, soy sauce","Chirashizushi is a classic Japanese sushi typically made with sushi rice, raw fish, egg, vegetables.",hot
Curry Udon,Karē Udon,Japanese,Yoshoku,Main Dish,Noodle Soup,Wheat Dish,Non-Veg,Soup,Wheat,7.0,Mild,1,7,2,1,10,3,5,1,7,2,7,7,3,,"udon, curry broth, scallion, meat, dashi broth, soy sauce, mirin, nori","Curry Udon is a Yoshoku Japanese noodle soup typically made with udon, curry broth, scallion, meat.",hot
Daifuku,Stuffed Mochi,Japanese,Pan-Japanese,Dessert,Rice Cake,Bean Dish,Vegan,Dessert,Beans,5.1,Low,9,2,1,1,1,1,4,2,6,2,3,5,3,,"mochi, sweet bean paste, sugar, soy sauce, mirin, dashi, rice vinegar, sesame oil","Daifuku is a classic Japanese rice cake typically made with mochi, sweet bean paste, sugar.",room_temp
Dango,Rice Dumplings,Japanese,Pan-Japanese,Dessert,Rice Cake,Rice Dessert,Vegan,Dessert,Rice,5.1,Low,8,2,1,1,1,1,4,1,5,2,2,5,3,,"rice flour, sugar, soy sauce, mirin, dashi, rice vinegar, sesame oil","Dango is a classic Japanese rice cake typically made with rice flour, sugar.",room_temp
