dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description
Sardenaira,,Italian,Liguria,Bread,Tomato Flatbread,Seafood Dish,Pescatarian,Side,Seafood,4.8,Low,1,4,1,2,6,1,3,2,3,3,3,4,5,,"dough, tomato, anchovies, olives, bread flour, olive oil, salt, yeast, water","Sardenaira is a traditional Liguria Italian tomato flatbread typically made with dough, tomato, anchovies, olives."
Sartù di riso,,Italian,Campania,Main Dish,Baked Rice Timbale,Cheese Dish,Non-Veg,Main,Cheese,5.8,Mild,1,6,2,1,9,3,6,2,5,2,3,6,2,,"rice, ragù, peas, mozzarella, meatballs, olive oil, garlic, salt, black pepper, parmesan","Sartù di riso is a traditional Campania Italian baked rice timbale typically made with rice, ragù, peas, mozzarella, meatballs."
Scarcella,,Italian,Puglia,Dessert,Easter Biscuit,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,2,1,1,1,1,5,1,5,2,3,5,1,,"flour, sugar, eggs, icing, olive oil, garlic, salt, black pepper, parmesan","Scarcella is a traditional Puglia Italian dessert typically prepared with flour, sugar, eggs, icing."
Schiacciata all'uva,,Italian,Tuscany,Bread,Flatbread,Wheat Dish,Vegan,Side,Wheat,3.8,Low,8,2,1,2,1,1,6,1,5,2,3,5,1,,"bread dough, grapes, sugar, olive oil, bread flour, salt, yeast, water","Schiacciata all'uva is a traditional Tuscany Italian dessert typically prepared with bread dough, grapes, sugar, olive oil."
Schiacciata fiorentina,,Italian,Tuscany,Dessert,Soft Cake,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,2,1,1,1,1,5,1,5,2,3,5,1,,"flour, eggs, sugar, orange zest, olive oil, garlic, salt, black pepper, parmesan","Schiacciata fiorentina is a traditional Tuscany Italian dessert typically prepared with flour, eggs, sugar, orange zest."
Schlutzkrapfen,,Italian,Trentino-Alto Adige,Main Dish,Stuffed Pasta,Vegetable Dish,Veg,Main,Vegetables,5.8,Mild,1,6,2,2,7,3,7,2,5,2,4,6,2,,"rye pasta, spinach, ricotta, butter, olive oil, garlic, parmesan cheese, salt, black pepper","Schlutzkrapfen is a traditional Trentino-Alto Adige Italian stuffed pasta typically made with rye pasta, spinach, ricotta, butter."
Sciatt,,Italian,Lombardy,Appetizer,Cheese Fritter,Cheese Dish,Veg,Appetizer,Cheese,2.5,Mild,1,5,2,1,6,2,7,2,3,3,2,5,2,,"buckwheat batter, cheese, oil, garlic, salt, black pepper, parmesan","Sciatt is a traditional Lombardy Italian appetizer typically prepared with buckwheat batter, cheese, oil."
Scrippelle 'mbusse,,Italian,Abruzzo,Soup,Crepe Soup,Cheese Dish,Veg,Soup,Cheese,2.7,Mild,1,7,2,1,8,2,3,1,4,1,1,6,4,,"crepes, broth, parmesan, olive oil, garlic, onion, celery, carrot","Scrippelle 'mbusse is a traditional Abruzzo Italian soup or brothy dish made with crepes, broth, parmesan."
Seadas,Sebadas,Italian,Sardinia,Dessert,Fried Cheese Pastry,Cheese Dish,Veg,Dessert,Cheese,3.8,Low,8,4,1,1,2,1,8,1,5,7,2,5,2,,"semolina dough, cheese, honey, olive oil, garlic, salt, black pepper, parmesan","Seadas is a traditional Sardinia Italian dessert typically prepared with semolina dough, cheese, honey."
Seupa à la Vapelenentse,,Italian,Aosta Valley,Soup,Baked Bread Soup,Vegetable Dish,Veg,Soup,Vegetables,2.7,Mild,1,7,2,2,8,2,5,1,4,1,2,6,1,,"bread, fontina, cabbage, broth, olive oil, garlic, onion, celery, carrot, parmesan rind","Seupa à la Vapelenentse is a traditional Aosta Valley Italian baked bread soup typically made with bread, fontina, cabbage, broth."
Sfincione,,Italian,Sicily,Main Dish,Pizza,Fish Dish,Pescatarian,Main,Fish,5.8,Mild,1,7,2,1,9,3,5,2,5,5,7,7,5,,"thick dough, tomato, onion, anchovy, cheese, olive oil, garlic, salt, black pepper, parmesan","Sfincione is a traditional Sicily Italian pizza typically made with thick dough, tomato, onion, anchovy, cheese."
Sfogliatella riccia,,Italian,Campania,Dessert,Layered Pastry,Wheat Dish,Pescatarian,Dessert,Wheat,3.8,Low,7,3,1,1,1,1,5,1,5,2,2,5,2,,"pastry, ricotta, semolina, candied peel, olive oil, garlic, salt, black pepper, parmesan","Sfogliatella riccia is a traditional Campania Italian dessert typically prepared with pastry, ricotta, semolina, candied peel."
Sopressa vicentina,,Italian,Veneto,Main Dish,Cured Sausage,Pork Dish,Non-Veg,Main,Pork,5.8,Mild,1,7,2,1,8,3,6,1,5,2,3,6,3,,"pork, salt, spices, olive oil, garlic, black pepper, parmesan","Sopressa vicentina is a traditional Veneto Italian cured sausage typically made with pork, salt, spices."
Spaghetti aglio e olio,,Italian,Campania,Main Dish,Pasta,Wheat Dish,Vegan,Main,Wheat,5.8,Medium,1,6,2,2,7,4,7,1,5,2,4,7,2,,"spaghetti, garlic, olive oil, chili flakes, parsley, pasta, parmesan cheese, salt, black pepper","Spaghetti aglio e olio is a traditional Campania Italian pasta typically made with spaghetti, garlic, olive oil, chili flakes, parsley."
Spaghetti alla carbonara,Carbonara,Italian,Lazio,Main Dish,Pasta,Egg Dish,Non-Veg,Main,Egg,7.4,Medium,1,6,2,4,9,4,6,1,5,2,4,6,4,,"spaghetti, guanciale, eggs, pecorino, pepper, pasta, olive oil, garlic, parmesan cheese, salt","Spaghetti alla carbonara is a traditional Lazio Italian pasta typically made with spaghetti, guanciale, eggs, pecorino, pepper."
Spaghetti alle alici,,Italian,Campania,Main Dish,Seafood Pasta,Seafood Dish,Pescatarian,Main,Seafood,5.8,Mild,1,6,2,1,8,3,5,1,5,2,5,7,5,,"spaghetti, anchovies, garlic, breadcrumbs, pasta, olive oil, parmesan cheese, salt, black pepper","Spaghetti alle alici is a traditional Campania Italian seafood pasta typically made with spaghetti, anchovies, garlic, breadcrumbs."
Spaghetti alle vongole,,Italian,Campania,Main Dish,Seafood Pasta,Clams Dish,Pescatarian,Main,Clams,5.8,Mild,1,6,2,2,8,3,7,1,5,2,4,7,2,,"spaghetti, clams, garlic, olive oil, parsley, pasta, parmesan cheese, salt, black pepper","Spaghetti alle vongole is a traditional Campania Italian seafood pasta typically made with spaghetti, clams, garlic, olive oil, parsley."
Spongata,,Italian,Emilia-Romagna,Dessert,Filled Tart,Nut Dish,Vegan,Dessert,Nuts,3.8,Low,8,2,1,1,1,1,6,1,5,4,2,5,1,,"pastry, nuts, honey, dried fruit, olive oil, garlic, salt, black pepper, parmesan","Spongata is a traditional Emilia-Romagna Italian dessert typically prepared with pastry, nuts, honey, dried fruit."
Spätzle agli spinaci,,Italian,Trentino-Alto Adige,Appetizer,Dumpling Pasta,Egg Dish,Veg,Appetizer,Egg,5.3,Mild,1,4,2,2,4,2,4,2,3,3,4,5,2,,"spinach, flour, eggs, butter, pasta, olive oil, garlic, parmesan cheese, salt, black pepper","Spätzle agli spinaci is a traditional Trentino-Alto Adige Italian dumpling pasta typically made with spinach, flour, eggs, butter."
Stigghiola,,Italian,Sicily,Main Dish,Grilled Intestines,Lamb Dish,Non-Veg,Main,Lamb,5.8,Mild,1,6,2,2,9,3,6,1,5,3,3,7,4,,"lamb intestines, parsley, onion, olive oil, garlic, salt, black pepper, parmesan","Stigghiola is a traditional Sicily Italian grilled intestines typically made with lamb intestines, parsley, onion."
Strangolapreti,,Italian,Trentino-Alto Adige,Appetizer,Bread and Spinach Dumpling,Egg Dish,Veg,Appetizer,Egg,5.3,Mild,1,5,2,2,5,2,3,3,3,3,4,5,4,,"bread, spinach, eggs, parmesan, olive oil, garlic, salt, black pepper","Strangolapreti is a traditional Trentino-Alto Adige Italian bread and spinach dumpling typically made with bread, spinach, eggs, parmesan."
Strangozzi al tartufo,,Italian,Umbria,Dessert,Pasta,Wheat Dish,Vegan,Dessert,Wheat,5.4,Low,6,2,1,2,1,1,7,1,5,2,3,6,2,,"strangozzi pasta, black truffle, olive oil, garlic, parmesan cheese, salt, black pepper","Strangozzi al tartufo is a traditional Umbria Italian pasta typically made with strangozzi pasta, black truffle, olive oil."
Strauben,,Italian,Trentino-Alto Adige,Dessert,Fried Pastry,Egg Dish,Veg,Dessert,Egg,3.8,Low,7,2,1,1,1,1,7,1,5,7,3,5,1,,"flour, milk, eggs, sugar, olive oil, garlic, salt, black pepper, parmesan","Strauben is a traditional Trentino-Alto Adige Italian dessert typically prepared with flour, milk, eggs, sugar."
Strazzata,,Italian,Basilicata,Bread,Ring Bread,Wheat Dish,Vegan,Side,Wheat,2.0,Mild,1,3,1,1,3,2,3,1,3,3,4,4,1,,"bread dough, black pepper, olive oil, garlic, salt, parmesan","Strazzata is a traditional Basilicata Italian bread or baked dough specialty made with bread dough, black pepper."
Supplì,Suppli al telefono,Italian,Lazio,Appetizer,Stuffed Rice Croquette,Cheese Dish,Veg,Appetizer,Cheese,2.5,Mild,1,4,2,1,6,2,4,2,4,3,3,5,2,,"rice, tomato sauce, mozzarella, breadcrumbs, olive oil, garlic, salt, black pepper, parmesan","Supplì is a traditional Lazio Italian appetizer typically prepared with rice, tomato sauce, mozzarella, breadcrumbs."
Tagliatelle al ragù,,Italian,Emilia-Romagna,Main Dish,Pasta,Beef Dish,Non-Veg,Main,Mixed,5.8,Mild,1,6,2,1,10,3,6,1,5,2,4,6,4,,"tagliatelle, meat ragù, parmesan, pasta, olive oil, garlic, salt, black pepper","Tagliatelle al ragù is a traditional Emilia-Romagna Italian pasta typically made with tagliatelle, meat ragù, parmesan."
Tajarin,Tagliolini piemontesi,Italian,Piedmont,Main Dish,Egg Pasta,Egg Dish,Veg,Main,Egg,5.8,Mild,1,6,2,1,8,3,6,1,5,2,4,6,4,,"egg yolk pasta, butter, parmesan, olive oil, garlic, salt, black pepper","Tajarin is a traditional Piedmont Italian egg pasta typically made with egg yolk pasta, butter, parmesan."
Taleggio al forno,,Italian,Lombardy,Appetizer,Baked Cheese,Cheese Dish,Veg,Appetizer,Cheese,2.5,Mild,1,5,2,4,6,2,6,1,3,2,3,5,2,,"taleggio cheese, bread, olive oil, garlic, salt, black pepper, parmesan","Taleggio al forno is a traditional Lombardy Italian appetizer typically prepared with taleggio cheese, bread."
Tartufo di Pizzo,,Italian,Calabria,Dessert,Ice Cream Dessert,Milk Dish,Veg,Dessert,Milk,3.8,Low,8,2,1,6,1,1,7,1,6,2,2,5,1,,"ice cream, cocoa, chocolate center, olive oil, garlic, salt, black pepper, parmesan","Tartufo di Pizzo is a traditional Calabria Italian dessert typically prepared with ice cream, cocoa, chocolate center."
Testaroli,,Italian,Tuscany,Main Dish,Pasta Pancake,Cheese Dish,Veg,Main,Cheese,5.4,Low,1,6,2,1,7,2,7,1,5,3,3,6,2,,"flour batter, pesto or cheese, pasta, olive oil, garlic, parmesan cheese, salt, black pepper","Testaroli is a traditional Tuscany Italian pasta pancake typically made with flour batter, pesto or cheese."
Tiella barese,Riso patate e cozze,Italian,Puglia,Main Dish,Baked Rice Dish,Mussels Dish,Pescatarian,Main,Mussels,5.8,Mild,1,6,2,1,9,3,5,2,5,2,3,6,1,,"rice, potatoes, mussels, tomatoes, olive oil, garlic, salt, black pepper, parmesan","Tiella barese is a traditional Puglia Italian baked rice dish typically made with rice, potatoes, mussels, tomatoes."
Tigelle,Crescentine modenesi,Italian,Emilia-Romagna,Bread,Flatbread,Milk Dish,Veg,Side,Milk,2.0,Low,1,3,1,1,3,1,5,1,3,3,3,4,1,,"flour, yeast, milk, lard, olive oil, salt, water","Tigelle is a traditional Emilia-Romagna Italian bread or baked dough specialty made with flour, yeast, milk, lard."
Timballo abruzzese,,Italian,Abruzzo,Main Dish,Baked Pasta,Cheese Dish,Non-Veg,Main,Cheese,5.8,Mild,1,6,2,1,10,3,7,1,5,2,4,6,2,,"crepes, ragù, meatballs, cheese, pasta, olive oil, garlic, salt, black pepper","Timballo abruzzese is a traditional Abruzzo Italian baked pasta typically made with crepes, ragù, meatballs, cheese."
Tiramisù,,Italian,Veneto,Dessert,Layered Dessert,Yogurt Dessert,Veg,Dessert,Yogurt,6.9,Low,8,2,1,7,1,1,6,1,5,2,2,5,2,,"ladyfingers, mascarpone, espresso, cocoa, olive oil, garlic, salt, black pepper, parmesan","Tiramisù is a traditional Veneto Italian dessert typically prepared with ladyfingers, mascarpone, espresso, cocoa."
Tirtlen,,Italian,Trentino-Alto Adige,Appetizer,Fried Filled Pastry,Vegetable Dish,Veg,Appetizer,Vegetables,3.7,Mild,1,4,2,2,5,2,6,2,3,3,2,5,2,,"rye dough, spinach, ricotta, olive oil, garlic, salt, black pepper, parmesan","Tirtlen is a traditional Trentino-Alto Adige Italian appetizer typically prepared with rye dough, spinach, ricotta."
Torta al testo,,Italian,Umbria,Bread,Flatbread,Wheat Dish,Vegan,Side,Wheat,2.0,Low,1,4,1,2,3,1,5,1,3,3,4,4,1,,"flour, water, salt, olive oil, yeast","Torta al testo is a traditional Umbria Italian bread or baked dough specialty made with flour, water, salt, olive oil."
Torta fregolotta,,Italian,Veneto,Dessert,Crumb Cake,Milk Dish,Veg,Dessert,Milk,3.8,Low,8,2,1,2,1,1,7,2,5,2,2,5,1,,"flour, almonds, butter, sugar, olive oil, garlic, salt, black pepper, parmesan","Torta fregolotta is a traditional Veneto Italian dessert typically prepared with flour, almonds, butter, sugar."
Torta fritta,,Italian,Emilia-Romagna,Appetizer,Fried Dough,Wheat Dish,Vegan,Appetizer,Wheat,2.5,Mild,1,4,2,1,4,2,7,1,3,7,3,5,1,,"flour, lard, water, olive oil, garlic, salt, black pepper, parmesan","Torta fritta is a traditional Emilia-Romagna Italian appetizer typically prepared with flour, lard, water."
Torta pasqualina,,Italian,Liguria,Main Dish,Savory Pie,Egg Dish,Veg,Main,Egg,4.2,Mild,1,6,2,1,7,3,5,2,5,2,3,6,2,,"chard, ricotta, eggs, pastry, olive oil, garlic, salt, black pepper, parmesan","Torta pasqualina is a traditional Liguria Italian savory pie typically made with chard, ricotta, eggs, pastry."
Torta sbrisolona,,Italian,Lombardy,Dessert,Crumbly Cake,Milk Dish,Veg,Dessert,Milk,3.8,Low,8,2,1,2,1,1,7,2,5,2,2,5,1,,"cornmeal, almonds, butter, sugar, olive oil, garlic, salt, black pepper, parmesan","Torta sbrisolona is a traditional Lombardy Italian dessert typically prepared with cornmeal, almonds, butter, sugar."
Tortano,,Italian,Campania,Bread,Savory Bread Ring,Pork Dish,Non-Veg,Side,Pork,2.0,Low,1,4,1,1,6,1,5,1,3,3,3,4,4,,"bread dough, salami, cheese, eggs, olive oil, garlic, salt, black pepper, parmesan","Tortano is a traditional Campania Italian bread or baked dough specialty made with bread dough, salami, cheese, eggs."
Tortelli di zucca,,Italian,Lombardy,Main Dish,Stuffed Pasta,Wheat Dish,Vegan,Main,Wheat,5.8,Mild,1,6,2,1,7,3,5,1,5,2,4,6,2,,"pumpkin, amaretti, mustard fruit, pasta, olive oil, garlic, parmesan cheese, salt, black pepper","Tortelli di zucca is a traditional Lombardy Italian stuffed pasta typically made with pumpkin, amaretti, mustard fruit, pasta."
Tortellini in brodo,,Italian,Emilia-Romagna,Soup,Stuffed Pasta Soup,Cheese Dish,Veg,Soup,Cheese,5.5,Mild,1,7,2,1,9,2,4,1,4,1,2,6,4,,"tortellini, capon broth, parmesan, olive oil, garlic, onion, celery, carrot","Tortellini in brodo is a traditional Emilia-Romagna Italian soup or brothy dish made with tortellini, capon broth, parmesan."
Tortelloni di ricotta e spinaci,,Italian,Emilia-Romagna,Main Dish,Stuffed Pasta,Vegetable Dish,Veg,Main,Vegetables,5.8,Mild,1,6,2,2,8,3,7,1,5,2,4,6,2,,"pasta, ricotta, spinach, butter, olive oil, garlic, parmesan cheese, salt, black pepper","Tortelloni di ricotta e spinaci is a traditional Emilia-Romagna Italian stuffed pasta typically made with pasta, ricotta, spinach, butter."
Trenette al pesto,,Italian,Liguria,Main Dish,Pasta,Bean Dish,Vegan,Main,Beans,5.8,Mild,1,6,2,1,7,3,5,2,5,2,4,6,2,,"trenette, basil pesto, potatoes, green beans, pasta, olive oil, garlic, parmesan cheese, salt, black pepper","Trenette al pesto is a traditional Liguria Italian pasta typically made with trenette, basil pesto, potatoes, green beans."
Trippa alla fiorentina,,Italian,Tuscany,Main Dish,Tripe Stew,Cheese Dish,Veg,Soup,Cheese,5.8,Mild,1,6,2,1,9,3,6,2,6,2,3,6,4,,"tripe, tomato, parmesan, herbs, olive oil, onion, garlic, white wine, parsley","Trippa alla fiorentina is a traditional Tuscany Italian tripe stew typically made with tripe, tomato, parmesan, herbs."
Trippa alla romana,,Italian,Lazio,Main Dish,Tripe Stew,Vegetable Dish,Veg,Soup,Vegetables,5.8,Mild,1,6,2,1,8,3,6,2,6,2,3,6,4,,"tripe, tomato, mint, pecorino, olive oil, onion, garlic, white wine, parsley","Trippa alla romana is a traditional Lazio Italian tripe stew typically made with tripe, tomato, mint, pecorino."
Trofie al pesto,,Italian,Liguria,Main Dish,Pasta,Cheese Dish,Veg,Main,Cheese,5.8,Mild,1,7,2,1,8,3,6,1,5,2,4,6,4,,"trofie, basil pesto, parmesan, pecorino, pasta, olive oil, garlic, salt, black pepper","Trofie al pesto is a traditional Liguria Italian pasta typically made with trofie, basil pesto, parmesan, pecorino."
Tumact me tulez,,Italian,Basilicata,Main Dish,Pasta,Wheat Dish,Vegan,Main,Wheat,5.8,Mild,1,6,2,1,7,3,5,2,5,2,5,7,2,,"tagliatelle, tomato sauce, breadcrumbs, pasta, olive oil, garlic, parmesan cheese, salt, black pepper","Tumact me tulez is a traditional Basilicata Italian pasta typically made with tagliatelle, tomato sauce, breadcrumbs."
Vincisgrassi,,Italian,Marche,Main Dish,Baked Pasta,Wheat Dish,Non-Veg,Main,Wheat,5.8,Mild,1,6,2,1,9,3,7,1,5,2,4,6,4,,"pasta, ragù, offal, béchamel, olive oil, garlic, parmesan cheese, salt, black pepper","Vincisgrassi is a traditional Marche Italian baked pasta typically made with pasta, ragù, offal, béchamel."
Vitello tonnato,Vitel tonne,Italian,Piedmont,Main Dish,Cold Meat Dish,Beef Dish,Non-Veg,Main,Beef,5.8,Mild,1,7,2,1,9,3,6,1,5,2,3,6,5,,"veal, tuna, mayonnaise, capers, anchovy, olive oil, garlic, salt, black pepper, parmesan","Vitello tonnato is a traditional Piedmont Italian cold meat dish typically made with veal, tuna, mayonnaise, capers, anchovy."
Zabaglione,Zabaione,Italian,Piedmont,Dessert,Custard,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,2,1,1,1,1,6,1,6,2,2,5,1,,"egg yolks, sugar, Marsala wine, olive oil, garlic, salt, black pepper, parmesan","Zabaglione is a traditional Piedmont Italian dessert typically prepared with egg yolks, sugar, Marsala wine."
Zampone,,Italian,Emilia-Romagna,Main Dish,Stuffed Trotter,Pork Dish,Non-Veg,Main,Pork,5.8,Mild,1,6,2,1,9,3,6,1,5,2,3,6,3,,"pork sausage meat, pig trotter casing, olive oil, garlic, salt, black pepper, parmesan","Zampone is a traditional Emilia-Romagna Italian stuffed trotter typically made with pork sausage meat, pig trotter casing."
Zeppole di San Giuseppe,,Italian,Campania,Dessert,Filled Pastry,Milk Dish,Veg,Dessert,Milk,3.8,Low,8,3,1,1,1,1,8,1,5,2,2,5,1,,"choux pastry, custard, cherry, olive oil, garlic, salt, black pepper, parmesan","Zeppole di San Giuseppe is a traditional Campania Italian dessert typically prepared with choux pastry, custard, cherry."
Zuppa gallurese,,Italian,Sardinia,Side Dish,Bread Casserole,Cheese Dish,Veg,Soup,Cheese,2.0,Low,1,5,1,1,6,1,5,1,3,2,3,4,2,,"bread, broth, cheese, herbs, olive oil, garlic, salt, black pepper, parmesan","Zuppa gallurese is a traditional Sardinia Italian bread casserole typically made with bread, broth, cheese, herbs."
Zuppa imperiale,,Italian,Emilia-Romagna,Soup,Semolina Cube Soup,Egg Dish,Veg,Soup,Egg,2.7,Mild,1,8,2,4,9,2,4,1,4,1,1,6,4,,"semolina, eggs, parmesan, broth, olive oil, garlic, onion, celery, carrot","Zuppa imperiale is a traditional Emilia-Romagna Italian soup or brothy dish made with semolina, eggs, parmesan, broth."
Abura Soba,Soupless Ramen||Mazemen,Japanese,Pan-Japanese,Main Dish,Noodle Dish,Pork Dish,Non-Veg,Soup,Pork,6.8,Mild,1,6,2,1,10,3,7,2,6,3,8,7,3,,"ramen noodles, tare, oil, scallion, pork, soy sauce, mirin, dashi","Abura Soba is a classic Japanese noodle dish typically made with ramen noodles, tare, oil, scallion, pork."
Agedashi Tofu,Fried Tofu in Broth,Japanese,Pan-Japanese,Appetizer,Tofu Dish,Tofu Dish,Vegan,Soup,Tofu,4.3,Low,1,4,2,1,6,1,3,1,3,2,2,6,3,,"tofu, potato starch, dashi, scallion, ginger, soy sauce, mirin, rice vinegar, sesame oil","Agedashi Tofu is a classic Japanese tofu dish typically made with tofu, potato starch, dashi, scallion, ginger."
Akashiyaki,Tamagoyaki Octopus Dumplings,Japanese,Hyogo / Akashi,Snack,Street Snack,Squid Dish,Pescatarian,Soup,Squid,2.4,Mild,1,5,2,1,6,2,4,1,3,5,3,5,3,,"egg-rich batter, octopus, dashi broth, soy sauce, mirin, rice vinegar, sesame oil","Akashiyaki is a Hyogo / Akashi Japanese street snack typically made with egg-rich batter, octopus, dashi broth."
Amazake,Sweet Fermented Rice Drink,Japanese,Pan-Japanese,Drink,Non-Alcoholic Beverage,Rice Dish,Vegan,Drink,Rice,4.0,Low,8,2,1,1,2,1,2,1,2,1,1,4,3,,"rice koji, rice, water, soy sauce, mirin, dashi, sesame oil","Amazake is a classic Japanese non-alcoholic beverage typically made with rice koji, rice, water."
